Google Scholar Category,Google Scholar Subcategory,Venue,h5 Index,cs_venue,fuzzy_venue_matches,paper_count
Health & Medical Sciences,Social Psychology,european-journal-of-social-psychology,50,0,European Journal of Social Psychology,1
Health & Medical Sciences,Social Psychology,journal-of-social-and-personal-relationships,50,0,Journal of Social and Personal Relationships,3
Health & Medical Sciences,Social Psychology,group-processes-and-intergroup-relations,49,0,Group Processes & Intergroup Relations,2
Health & Medical Sciences,Social Psychology,british-journal-of-social-psychology,48,0,British Journal of Social Psychology,9
Health & Medical Sciences,Social Psychology,journal-of-experimental-social-psychology,48,0,Journal of Experimental Social Psychology,2
Health & Medical Sciences,Social Psychology,european-journal-of-personality,46,0,European Journal of Personality,2
Health & Medical Sciences,Social Psychology,social-and-personality-psychology-compass,44,0,Social and Personality Psychology Compass,2
Health & Medical Sciences,Social Psychology,the-journal-of-social-psychology,34,0,Journal of Social Psychology,1
Health & Medical Sciences,Social Psychology,small-group-research,28,0,Small Group Research,2
Health & Medical Sciences,Surgery,annals-of-surgery,125,0,Annals of Surgery,3
Health & Medical Sciences,Surgery,british-journal-of-surgery,71,0,British Journal of Surgery,6
Health & Medical Sciences,Surgery,annals-of-surgical-oncology,69,0,Annals of Surgical Oncology,1
Health & Medical Sciences,Surgery,obesity-surgery,60,0,Obesity Surgery,1
Health & Medical Sciences,Surgery,surgery,59,0,Surgery,1
Health & Medical Sciences,Surgery,journal-of-the-american-college-of-surgeons,55,0,Journal of The American College of Surgeons,1
Health & Medical Sciences,Surgery,european-journal-of-surgical-oncology,54,0,European Journal of Surgical Oncology,1
Health & Medical Sciences,Surgery,annals-of-medicine-and-surgery,52,0,"Annals of Medicine and Surgery, Annals of medicine and surgery",14
Health & Medical Sciences,Surgery,journal-of-gastrointestinal-surgery,52,0,Journal of Gastrointestinal Surgery,1
Health & Medical Sciences,Surgery,world-journal-of-emergency-surgery,50,0,World Journal of Emergency Surgery,1
Health & Medical Sciences,Surgery,journal-of-surgical-research,50,0,Journal of Surgical Research,1
Health & Medical Sciences,Surgery,european-journal-of-vascular-and-endovascular-surgery,49,0,Indian journal of vascular and endovascular surgery,1
Health & Medical Sciences,Toxicology,environmental-research,133,0,Environmental Research,3
Health & Medical Sciences,Toxicology,food-and-chemical-toxicology,86,0,Food and Chemical Toxicology,1
Health & Medical Sciences,Toxicology,toxins,82,0,Toxins,3
Health & Medical Sciences,Toxicology,environmental-health-perspectives,76,0,"Environmental Health Perspectives, Environmental health perspectives",112
Health & Medical Sciences,Toxicology,archives-of-toxicology,63,0,Archives of Toxicology,6
Health & Medical Sciences,Toxicology,toxicology-reports,60,0,"Toxicology Reports, Toxicology reports",10
Health & Medical Sciences,Toxicology,toxics,53,0,Toxics,6
Health & Medical Sciences,Toxicology,chemical-research-in-toxicology,50,0,Chemical Research in Toxicology,6
Health & Medical Sciences,Toxicology,journal-of-exposure-science-and-environmental-epidemiology,48,0,Journal of Exposure Science and Environmental Epidemiology,4
Health & Medical Sciences,Toxicology,particle-and-fibre-toxicology,46,0,Particle and Fibre Toxicology,1
Health & Medical Sciences,Toxicology,toxicological-sciences,46,0,Toxicological Sciences,5
Health & Medical Sciences,Toxicology,regulatory-toxicology-and-pharmacology,45,0,Regulatory Toxicology and Pharmacology,1
Health & Medical Sciences,Toxicology,toxicology,45,0,Toxicology,1
Health & Medical Sciences,Transplantation,transplantation,67,0,Transplantation,1
Health & Medical Sciences,Transplantation,the-journal-of-heart-and-lung-transplantation,62,0,Journal of Heart and Lung Transplantation,1
Health & Medical Sciences,Transplantation,liver-transplantation,47,0,Liver Transplantation,1
Health & Medical Sciences,Transplantation,transplant-international,41,0,Transplant International,1
Health & Medical Sciences,Transplantation,cell-transplantation,39,0,Cell Transplantation,2
Health & Medical Sciences,Tropical Medicine & Parasitology,bmj-global-health,102,0,BMJ Global Health,1
Health & Medical Sciences,Tropical Medicine & Parasitology,plos-neglected-tropical-diseases,78,0,PLOS Neglected Tropical Diseases,31
Health & Medical Sciences,Tropical Medicine & Parasitology,travel-medicine-and-infectious-disease,72,0,"Travel Medicine and Infectious Disease, Tropical Medicine and Infectious Disease",8
Health & Medical Sciences,Tropical Medicine & Parasitology,american-journal-of-tropical-medicine-and-hygiene,70,0,American Journal of Tropical Medicine and Hygiene,1
Health & Medical Sciences,Tropical Medicine & Parasitology,malaria-journal,58,0,Malaria Journal,16
Health & Medical Sciences,Tropical Medicine & Parasitology,infectious-diseases-of-poverty,57,0,Infectious Diseases of Poverty,6
Health & Medical Sciences,Tropical Medicine & Parasitology,tropical-medicine-and-infectious-disease,47,0,"Travel Medicine and Infectious Disease, Tropical Medicine and Infectious Disease",8
Health & Medical Sciences,Tropical Medicine & Parasitology,one-health,45,0,One Health,3
Health & Medical Sciences,Tropical Medicine & Parasitology,parasitology,36,0,Parasitology,1
Health & Medical Sciences,Urology & Nephrology,european-urology,121,0,European Urology,1
Health & Medical Sciences,Urology & Nephrology,nephrology-dialysis-transplantation,76,0,Nephrology Dialysis Transplantation,2
Health & Medical Sciences,Urology & Nephrology,kidney-international-reports,63,0,Kidney International Reports,5
Health & Medical Sciences,Urology & Nephrology,world-journal-of-urology,55,0,"World Journal of Radiology, World Journal of Urology",9
Health & Medical Sciences,Urology & Nephrology,bmc-nephrology,54,0,BMC Nephrology,6
Health & Medical Sciences,Urology & Nephrology,pediatric-nephrology,53,0,Pediatric Nephrology,2
Health & Medical Sciences,Urology & Nephrology,journal-of-nephrology,51,0,"Journal of Nephrology, Journal of Neurology",11
Health & Medical Sciences,Urology & Nephrology,urology,49,0,Urology,1
Health & Medical Sciences,Vascular Medicine,stroke,104,0,Stroke,2
Health & Medical Sciences,Vascular Medicine,journal-of-the-american-heart-association,101,0,"Journal of the American Dental Association, Journal of the American Heart Association",15
Health & Medical Sciences,Vascular Medicine,arteriosclerosis-thrombosis-and-vascular-biology,88,0,"Arteriosclerosis, Thrombosis, and Vascular Biology",1
Health & Medical Sciences,Vascular Medicine,cardiovascular-diabetology,86,0,Cardiovascular Diabetology,6
Health & Medical Sciences,Vascular Medicine,journal-of-cerebral-blood-flow-and-metabolism,62,0,Journal of Cerebral Blood Flow and Metabolism,2
Health & Medical Sciences,Vascular Medicine,journal-of-stroke-and-cerebrovascular-diseases,55,0,Journal of stroke and cerebrovascular diseases,1
Health & Medical Sciences,Vascular Medicine,european-journal-of-vascular-and-endovascular-surgery,49,0,Indian journal of vascular and endovascular surgery,1
Health & Medical Sciences,Vascular Medicine,the-journal-of-clinical-hypertension,48,0,Journal of Clinical Hypertension,2
Health & Medical Sciences,Vascular Medicine,translational-stroke-research,47,0,Translational Stroke Research,2
Health & Medical Sciences,Vascular Medicine,neurocritical-care,45,0,Neurocritical Care,3
Health & Medical Sciences,Veterinary Medicine,animals,97,0,"Animal, Animals",91
Health & Medical Sciences,Veterinary Medicine,frontiers-in-veterinary-science,83,0,Frontiers in Veterinary Science,16
Health & Medical Sciences,Veterinary Medicine,transboundary-and-emerging-diseases,64,0,Transboundary and Emerging Diseases,1
Health & Medical Sciences,Veterinary Medicine,bmc-veterinary-research,50,0,"BMC Veterinary Research, Veterinary Research",7
Health & Medical Sciences,Veterinary Medicine,journal-of-veterinary-internal-medicine,48,0,Journal of Veterinary Internal Medicine,7
Health & Medical Sciences,Veterinary Medicine,veterinary-world,44,0,Veterinary World,2
Health & Medical Sciences,Veterinary Medicine,preventive-veterinary-medicine,42,0,Preventive Veterinary Medicine,2
Health & Medical Sciences,Veterinary Medicine,tropical-animal-health-and-production,42,0,Tropical Animal Health and Production,1
Health & Medical Sciences,Veterinary Medicine,asian-australasian-journal-of-animal-sciences,39,0,Asian-australasian Journal of Animal Sciences,4
Health & Medical Sciences,Veterinary Medicine,veterinary-research,38,0,"BMC Veterinary Research, Veterinary Research",7
Health & Medical Sciences,Veterinary Medicine,veterinary-sciences,38,0,Veterinary Sciences,3
Health & Medical Sciences,Virology,journal-of-medical-virology,156,0,Journal of Medical Virology,2
Health & Medical Sciences,Virology,viruses,112,0,Viruses,15
Health & Medical Sciences,Virology,vaccines,108,0,"Vaccine, Vaccines",17
Health & Medical Sciences,Virology,vaccine,95,0,"Vaccine, Vaccines",17
Health & Medical Sciences,Virology,plos-pathogens,95,0,PLOS Pathogens,3
Health & Medical Sciences,Virology,journal-of-virology,84,0,Virology Journal,1
Health & Medical Sciences,Virology,journal-of-clinical-virology,79,0,Journal of Clinical Virology,1
Health & Medical Sciences,Virology,human-vaccines-and-immunotherapeutics,75,0,Human Vaccines & Immunotherapeutics,5
Health & Medical Sciences,Virology,transboundary-and-emerging-diseases,64,0,Transboundary and Emerging Diseases,1
Health & Medical Sciences,Virology,reviews-in-medical-virology,62,0,Reviews in Medical Virology,1
Health & Medical Sciences,Virology,virology-journal,51,0,Virology Journal,1
Health & Medical Sciences,Virology,journal-of-general-virology,49,0,Journal of General Virology,1
Health & Medical Sciences,Virology,current-opinion-in-virology,49,0,Current Opinion in Urology,1
Health & Medical Sciences,Virology,archives-of-virology,43,0,Archives of Virology,1
Health & Medical Sciences,Virology,influenza-and-other-respiratory-viruses,42,0,Influenza and Other Respiratory Viruses,2
"Humanities, Literature & Arts",African Studies & History,african-studies-review,19,0,"African Studies Review, Asian Studies Review",10
"Humanities, Literature & Arts",African Studies & History,africa,18,0,Africa,1
"Humanities, Literature & Arts",African Studies & History,the-journal-of-modern-african-studies,17,0,The Journal of North African Studies,2
"Humanities, Literature & Arts",American Literature & Studies,american-literary-history,10,0,American Literary History,1
"Humanities, Literature & Arts",American Literature & Studies,journal-of-american-studies,10,0,Journal of American Studies,2
"Humanities, Literature & Arts",American Literature & Studies,european-journal-of-american-studies,8,0,"Eastern Journal of European Studies, European Journal of American Studies",2
"Humanities, Literature & Arts",American Literature & Studies,canadian-review-of-american-studies,7,0,Canadian Review of American Studies,1
"Humanities, Literature & Arts",Asian Studies & History,the-singapore-economic-review,31,0,The Singapore Economic Review,1
"Humanities, Literature & Arts",Asian Studies & History,the-china-quarterly,30,0,The China Quarterly,2
"Humanities, Literature & Arts",Asian Studies & History,journal-of-chinese-political-science,28,0,Journal of Chinese Political Science,3
"Humanities, Literature & Arts",Asian Studies & History,asian-studies-review,21,0,"African Studies Review, Asian Studies Review",10
"Humanities, Literature & Arts",Canadian Studies & History,the-canadian-geographer,24,0,Canadian Geographer,1
"Humanities, Literature & Arts",Canadian Studies & History,american-review-of-canadian-studies,10,0,Canadian Review of American Studies,1
"Humanities, Literature & Arts",Canadian Studies & History,journal-of-canadian-studies,9,0,Journal of caucasian studies,1
"Humanities, Literature & Arts",Chinese Studies & History,the-china-quarterly,30,0,The China Quarterly,2
"Humanities, Literature & Arts",Chinese Studies & History,journal-of-chinese-political-science,28,0,Journal of Chinese Political Science,3
"Humanities, Literature & Arts",Chinese Studies & History,global-media-and-china,23,0,Global media and China,9
"Humanities, Literature & Arts",Chinese Studies & History,chinese-political-science-review,21,0,"Chinese Political Science Review, Chinese political science review",4
"Humanities, Literature & Arts",Chinese Studies & History,journal-of-current-chinese-affairs,17,0,Journal of Current Chinese Affairs,1
"Humanities, Literature & Arts",Communication,social-media-society,86,0,Social media and society,10
"Humanities, Literature & Arts",Communication,digital-journalism,68,0,Digital journalism,5
"Humanities, Literature & Arts",Communication,public-relations-review,56,0,Public Relations Review,3
"Humanities, Literature & Arts",Communication,media-culture-and-society,54,0,"Media, Culture & Society",3
"Humanities, Literature & Arts",Communication,journalism-studies,54,0,Journalism Studies,4
"Humanities, Literature & Arts",Communication,international-journal-of-communication,53,0,"International Journal of Communication Systems, International journal of communications, The Journal of International Communication",4
"Humanities, Literature & Arts",Communication,media-and-communication,52,0,Media and Communication,13
"Humanities, Literature & Arts",Communication,journalism-practice,48,0,Journalism Practice,1
"Humanities, Literature & Arts",Communication,the-international-journal-of-press-politics,46,0,The International Journal of Press/Politics,3
"Humanities, Literature & Arts",Communication,political-communication,46,0,Political Communication,1
"Humanities, Literature & Arts",Communication,journal-of-pragmatics,45,0,Journal of Pragmatics,16
"Humanities, Literature & Arts",Communication,convergence,43,0,Convergence,4
"Humanities, Literature & Arts",Communication,television-and-new-media,42,0,Television & New Media,4
"Humanities, Literature & Arts",Drama & Theater Arts,research-in-dance-education,18,0,Research in Dance Education,1
"Humanities, Literature & Arts",Drama & Theater Arts,journal-of-dance-education,16,0,Journal of Cancer Education,2
"Humanities, Literature & Arts",Drama & Theater Arts,international-journal-of-performance-arts-and-digital-media,12,0,International Journal of Performance Arts and Digital Media,1
"Humanities, Literature & Arts",Drama & Theater Arts,harmonia-journal-of-arts-research-and-education,12,0,Harmonia: Journal of Arts Research and Education,25
"Humanities, Literature & Arts",Drama & Theater Arts,journal-of-contemporary-drama-in-english,8,0,Journal of Contemporary Drama in English,1
